m,TagName,
"2020-12-01 00:00:00","c","2652"
"2020-12-01 00:00:00","c#","5750"
"2020-12-01 00:00:00","c++","4455"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7839"
"2020-12-01 00:00:00","javascript","16051"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4810"
"2020-12-01 00:00:00","python","22252"
"2020-12-01 00:00:00","r","4343"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2103"
"2021-01-01 00:00:00","assembly","310"
"2021-01-01 00:00:00","c","2574"
"2021-01-01 00:00:00","c#","6206"
"2021-01-01 00:00:00","c++","4109"
"2021-01-01 00:00:00","delphi","200"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8056"
"2021-01-01 00:00:00","javascript","16908"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4766"
"2021-01-01 00:00:00","python","22923"
"2021-01-01 00:00:00","r","4343"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2322"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2246"
"2021-02-01 00:00:00","c#","5815"
"2021-02-01 00:00:00","c++","4106"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","572"
"2021-02-01 00:00:00","java","7611"
"2021-02-01 00:00:00","javascript","15311"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4387"
"2021-02-01 00:00:00","python","21448"
"2021-02-01 00:00:00","r","4334"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2266"
"2021-03-01 00:00:00","assembly","322"
"2021-03-01 00:00:00","c","2497"
"2021-03-01 00:00:00","c#","6406"
"2021-03-01 00:00:00","c++","4315"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","761"
"2021-03-01 00:00:00","java","8682"
"2021-03-01 00:00:00","javascript","16798"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4774"
"2021-03-01 00:00:00","python","23977"
"2021-03-01 00:00:00","r","5183"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2391"
"2021-04-01 00:00:00","assembly","323"
"2021-04-01 00:00:00","c","2306"
"2021-04-01 00:00:00","c#","5924"
"2021-04-01 00:00:00","c++","3960"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","628"
"2021-04-01 00:00:00","java","7954"
"2021-04-01 00:00:00","javascript","15903"
"2021-04-01 00:00:00","perl","138"
"2021-04-01 00:00:00","php","4335"
"2021-04-01 00:00:00","python","22785"
"2021-04-01 00:00:00","r","4805"
"2021-04-01 00:00:00","ruby","519"
"2021-04-01 00:00:00","swift","2119"
"2021-05-01 00:00:00","assembly","302"
"2021-05-01 00:00:00","c","2103"
"2021-05-01 00:00:00","c#","5770"
"2021-05-01 00:00:00","c++","4216"
"2021-05-01 00:00:00","delphi","170"
"2021-05-01 00:00:00","go","645"
"2021-05-01 00:00:00","java","7993"
"2021-05-01 00:00:00","javascript","15864"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4264"
"2021-05-01 00:00:00","python","22522"
"2021-05-01 00:00:00","r","4685"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1871"
"2021-06-01 00:00:00","assembly","262"
"2021-06-01 00:00:00","c","1875"
"2021-06-01 00:00:00","c#","5645"
"2021-06-01 00:00:00","c++","3837"
"2021-06-01 00:00:00","delphi","126"
"2021-06-01 00:00:00","go","609"
"2021-06-01 00:00:00","java","7625"
"2021-06-01 00:00:00","javascript","15054"
"2021-06-01 00:00:00","perl","156"
"2021-06-01 00:00:00","php","4099"
"2021-06-01 00:00:00","python","21010"
"2021-06-01 00:00:00","r","4287"
"2021-06-01 00:00:00","ruby","421"
"2021-06-01 00:00:00","swift","1809"
"2021-07-01 00:00:00","assembly","186"
"2021-07-01 00:00:00","c","1671"
"2021-07-01 00:00:00","c#","5583"
"2021-07-01 00:00:00","c++","3631"
"2021-07-01 00:00:00","delphi","144"
"2021-07-01 00:00:00","go","615"
"2021-07-01 00:00:00","java","7604"
"2021-07-01 00:00:00","javascript","15962"
"2021-07-01 00:00:00","perl","139"
"2021-07-01 00:00:00","php","4238"
"2021-07-01 00:00:00","python","22350"
"2021-07-01 00:00:00","r","4375"
"2021-07-01 00:00:00","ruby","476"
"2021-07-01 00:00:00","swift","2128"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1611"
"2021-08-01 00:00:00","c#","5723"
"2021-08-01 00:00:00","c++","3461"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","go","775"
"2021-08-01 00:00:00","java","7894"
"2021-08-01 00:00:00","javascript","16939"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4547"
"2021-08-01 00:00:00","python","22973"
"2021-08-01 00:00:00","r","4563"
"2021-08-01 00:00:00","ruby","506"
"2021-08-01 00:00:00","swift","2178"
"2021-09-01 00:00:00","assembly","198"
"2021-09-01 00:00:00","c","1786"
"2021-09-01 00:00:00","c#","5724"
"2021-09-01 00:00:00","c++","3900"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","655"
"2021-09-01 00:00:00","java","7744"
"2021-09-01 00:00:00","javascript","16565"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","4283"
"2021-09-01 00:00:00","python","21813"
"2021-09-01 00:00:00","r","4323"
"2021-09-01 00:00:00","ruby","506"
"2021-09-01 00:00:00","swift","1912"
"2021-10-01 00:00:00","assembly","212"
"2021-10-01 00:00:00","c","2185"
"2021-10-01 00:00:00","c#","5941"
"2021-10-01 00:00:00","c++","4032"
"2021-10-01 00:00:00","delphi","151"
"2021-10-01 00:00:00","go","754"
"2021-10-01 00:00:00","java","7685"
"2021-10-01 00:00:00","javascript","15978"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4191"
"2021-10-01 00:00:00","python","22681"
"2021-10-01 00:00:00","r","4711"
"2021-10-01 00:00:00","ruby","473"
"2021-10-01 00:00:00","swift","1821"
"2021-11-01 00:00:00","assembly","307"
"2021-11-01 00:00:00","c","2329"
"2021-11-01 00:00:00","c#","6351"
"2021-11-01 00:00:00","c++","4146"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","700"
"2021-11-01 00:00:00","java","8238"
"2021-11-01 00:00:00","javascript","15772"
"2021-11-01 00:00:00","perl","80"
"2021-11-01 00:00:00","php","4098"
"2021-11-01 00:00:00","python","23284"
"2021-11-01 00:00:00","r","4597"
"2021-11-01 00:00:00","ruby","448"
"2021-11-01 00:00:00","swift","1751"
"2021-12-01 00:00:00","assembly","284"
"2021-12-01 00:00:00","c","2256"
"2021-12-01 00:00:00","c#","5685"
"2021-12-01 00:00:00","c++","3856"
"2021-12-01 00:00:00","delphi","162"
"2021-12-01 00:00:00","go","768"
"2021-12-01 00:00:00","java","7510"
"2021-12-01 00:00:00","javascript","15233"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3711"
"2021-12-01 00:00:00","python","21980"
"2021-12-01 00:00:00","r","3913"
"2021-12-01 00:00:00","ruby","432"
"2021-12-01 00:00:00","swift","1660"
"2022-01-01 00:00:00","assembly","240"
"2022-01-01 00:00:00","c","2059"
"2022-01-01 00:00:00","c#","5902"
"2022-01-01 00:00:00","c++","3881"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","790"
"2022-01-01 00:00:00","java","7676"
"2022-01-01 00:00:00","javascript","16224"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","3989"
"2022-01-01 00:00:00","python","22560"
"2022-01-01 00:00:00","r","4244"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1981"
"2022-02-01 00:00:00","assembly","225"
"2022-02-01 00:00:00","c","1788"
"2022-02-01 00:00:00","c#","5824"
"2022-02-01 00:00:00","c++","3478"
"2022-02-01 00:00:00","delphi","188"
"2022-02-01 00:00:00","go","688"
"2022-02-01 00:00:00","java","7268"
"2022-02-01 00:00:00","javascript","15440"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3718"
"2022-02-01 00:00:00","python","22614"
"2022-02-01 00:00:00","r","4338"
"2022-02-01 00:00:00","ruby","456"
"2022-02-01 00:00:00","swift","1879"
"2022-03-01 00:00:00","assembly","253"
"2022-03-01 00:00:00","c","2101"
"2022-03-01 00:00:00","c#","6477"
"2022-03-01 00:00:00","c++","3842"
"2022-03-01 00:00:00","delphi","134"
"2022-03-01 00:00:00","go","830"
"2022-03-01 00:00:00","java","8110"
"2022-03-01 00:00:00","javascript","16350"
"2022-03-01 00:00:00","perl","105"
"2022-03-01 00:00:00","php","3768"
"2022-03-01 00:00:00","python","24565"
"2022-03-01 00:00:00","r","5085"
"2022-03-01 00:00:00","ruby","528"
"2022-03-01 00:00:00","swift","2076"
"2022-04-01 00:00:00","assembly","265"
"2022-04-01 00:00:00","c","1874"
"2022-04-01 00:00:00","c#","5955"
"2022-04-01 00:00:00","c++","3860"
"2022-04-01 00:00:00","delphi","122"
"2022-04-01 00:00:00","go","757"
"2022-04-01 00:00:00","java","7866"
"2022-04-01 00:00:00","javascript","16023"
"2022-04-01 00:00:00","perl","101"
"2022-04-01 00:00:00","php","3825"
"2022-04-01 00:00:00","python","23640"
"2022-04-01 00:00:00","r","4780"
"2022-04-01 00:00:00","ruby","494"
"2022-04-01 00:00:00","swift","1775"
"2022-05-01 00:00:00","assembly","290"
"2022-05-01 00:00:00","c","1922"
"2022-05-01 00:00:00","c#","6328"
"2022-05-01 00:00:00","c++","3927"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","681"
"2022-05-01 00:00:00","java","7910"
"2022-05-01 00:00:00","javascript","16175"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","4044"
"2022-05-01 00:00:00","python","23263"
"2022-05-01 00:00:00","r","4858"
"2022-05-01 00:00:00","ruby","502"
"2022-05-01 00:00:00","swift","1768"
"2022-06-01 00:00:00","assembly","262"
"2022-06-01 00:00:00","c","1742"
"2022-06-01 00:00:00","c#","6406"
"2022-06-01 00:00:00","c++","3627"
"2022-06-01 00:00:00","delphi","130"
"2022-06-01 00:00:00","go","797"
"2022-06-01 00:00:00","java","7484"
"2022-06-01 00:00:00","javascript","16081"
"2022-06-01 00:00:00","perl","130"
"2022-06-01 00:00:00","php","4205"
"2022-06-01 00:00:00","python","23509"
"2022-06-01 00:00:00","r","4582"
"2022-06-01 00:00:00","ruby","496"
"2022-06-01 00:00:00","swift","1901"
